Column1,idTweet,fullText,polaridad
4001,1.48E+18,@jorgemunoz1214 @SantinoIsBack @LassoGuillermo Pobrecito el presidente,0
4002,1.48E+18,"@wgomezr @LassoGuillermo Lasso lo que quiso es solo ser  presidente un VEJETE MENTIROSO que vive en su burbuja rodeado de la oligarquía MAÑOSA,,está más que comprobado que este EVASOR SINVERGÜENZA por el pueblo no moverá ni un dedo,,lo que seguirá es SAQUEANDO el país ",-1
4003,1.48E+18,"@omarmaluk @VictorF98787509 @LassoGuillermo Realmente este gobierno de oligarcas empezando por Lasso, solo han llegado al poder para burlarse del pueblo y hacernos sentir que ellos son la élite, porque votaron por esta lacra para presidente carajo!! Sabíamos como iba a gobernar y ahí lo tienen, riéndose de la desgracia.",-1
4004,1.48E+18,"@LassoGuillermo el cargo te quedó del tamaño de la galaxia!!! Una charola, con galletas y caramelos, mediocre ofrecimiento de un ""empresario banquero"" para sacar de la pobreza a un país. Sin sueldos dignos ni beneficios de ley, un país NO SALE DE LA POBREZA. SALGA DE SU BURBUJA!! https://t.co/Rfz6mDwe6t",-1
4005,1.48E+18,"No sea mentiroso Sr @LassoGuillermo, el movimiento indígena pidió que se vote nulo y con ello lo ayudaron a que llegue a Carondelet, lamentablemente usted es desleal a sus ex amigos o quizás sea cortina de humo para hacer el show, Yo no le creo https://t.co/lkp4dX51Dy",-1
4006,1.48E+18,@Elmanabo @LassoGuillermo No se olvide las galletitas!!! ,0
4007,1.48E+18,"@Free_Ecuador @cchiribogar @LassoGuillermo por que tiene un doble discurso?? Le parece correcto haber dicho esto y luego de 5 minutos obligarnos a todos e incluso a nuestros hijos, ser conejos de experimentación? Por favor consiga otros asesores e investigue más sobre estas vacunas.",0
4008,1.48E+18,"@LassoGuillermo el cargo te quedó del tamaño de la galaxia!!! Una charola, con galletas y caramelos, mediocre ofrecimiento de un ""empresario banquero"" para sacar de la pobreza a un país. Sin sueldos dignos ni beneficios de ley, un país NO SALE DE LA POBREZA. SALGA DE SU BURBUJA!! https://t.co/Czd0bJzN84",0
4009,1.48E+18,"@Agustintintin21 @LassoGuillermo @TereCOPRA Con el dinero del pueblo cobras tu sueldo de Troll, no tienes dignidad.",0
4010,1.48E+18,"@LassoGuillermo el cargo te quedó del tamaño de la galaxia!!! Una charola, con galletas y caramelos, mediocre ofrecimiento de un ""empresario banquero"" para sacar de la pobreza a un país. Sin sueldos dignos ni beneficios de ley, un país NO SALE DE LA POBREZA. SALGA DE SU BURBUJA!! https://t.co/ZZAV8DA1bz",0
4011,1.48E+18,@omarmaluk @LassoGuillermo El gobierno del pendejo es doc.,0
4012,1.48E+18,@santiagolopez69 @RiofrioNunez @joffrecampana @LassoGuillermo @NicolasMaduro @gabrielboric El nuestro es otro nivel. https://t.co/FGoi4qtqWX,0
4013,1.48E+18,"@jaime_lm77 Que se pudran,cucarachas puercas y sin escrúpulos @LassoGuillermo #LassoEsUnFracaso",-1
4014,1.48E+18,"@paultutiven @teleamazonasec Y está noticia no le da vergüenza a Ud @LassoGuillermo que ya mantiene a inútiles en altas esferas del gobierno, @PoliciaEcuador @FFAAECUADOR @MinGobiernoEc la historia en su gobierno lo va a reconocer, como el gobierno más inseguro y sangriento en las calles de todo el Ecuador.",0
4015,1.48E+18,"@omarmaluk @LassoGuillermo @Catmiaucita que eficiencia, tenacidad y trabajo deslotado de Onionman",0
4016,1.48E+18,@LassoGuillermo @TereCOPRA Y si en vez de ser payaso trabajas pana???,0
4017,1.48E+18,"@ComunicacionEc @LassoGuillermo Por si acaso no le contagio a usted señor presidente???
NUNCA HAY QUE PERDER LAS ESPERANZAS DE QUEDARNOS SIN #Lasso.

Aunque con tantos refuerzos más rápido le da cáncer a la lengua por hablar tantas estupideces que se contagie de COVID.",0
4018,1.48E+18,@RaulEspinelDED @LassoGuillermo Excelente!!,1
4019,1.48E+18,@allda_ec ¡Movimiento por los derechos y la libertad! @LassoGuillermo @ABorreroVega @MLAlcivar @male_narvaezn @BernardaOM @DDHH_Ec @GuadalupeLlori @AIMexico @ACNUREcuador @OIMEcuador @FEquidad @AlfilAsociacion @grupodeapoyopo2  @SiluetaX @Maticesecu @VEquilibrante @aggmonteros https://t.co/QwloZk049W,0
4020,1.48E+18,"@MFabian1971 @BarreiroDr @ChangGuerrero @LassoGuillermo @DianaSalazarM2 @UAFE_EC @SRIoficialEc @ContraloriaECU Las redes sociales sirven para eso mismo.Para difundir masivamente una verdad o una mentira..En el caso del correismo,el troll Center estaba muy muy difusivo para contrarrestar lo que Valdiviezo,Gabela, Villavicencio denunciaban públicamente.. Los resultados?Muerte y persecución!",0
4021,1.48E+18,"@LeonidasIzaSal1 le dice a @LassoGuillermo que deje de tener pereza intelectual.

Que tiene mitomanía, y que se debe atender urgente donde un psicólogo. https://t.co/BkscA6No6p",0
4022,1.48E+18,"@LassoGuillermo el cargo te quedó del tamaño de la galaxia!!! Una charola, con galletas y caramelos, mediocre ofrecimiento de un ""empresario banquero"" para sacar de la pobreza a un país. Sin sueldos dignos ni beneficios de ley, un país NO SALE DE LA POBREZA. SALGA DE SU BURBUJA!! https://t.co/6Pxc49asbf",-1
4023,1.48E+18,"@lahistoriaec @lharo777 @LassoGuillermo Su peor enemigo, sus palabras.",0
4024,1.48E+18,@DefenseEcu @LassoGuillermo https://t.co/AR4MR1bZfr,0
4025,1.48E+18,"Roberth Espinoza UNIÓN REVOLUCIONARIOS POR LATINOAMERICA
Roberht Espinoza
¿En qué se parece Lasso a Moreno?
En que son la misma mi3rd4 con distintas moscas.
#LassoEsMorenoRecargado @LassoGuillermo https://t.co/Ef7bBTuxn6",0
4026,1.48E+18,"@RobertoCueroM @MashiRafael @LassoGuillermo Moreno los mandó a vender colas
GLasso los manda a vender caramelos 
(y con eso se reactiva la economía y el agro)",0
4027,1.48E+18,"@fmaritza @LassoGuillermo @IESSec @FiscaliaEcuador Decirle eso a Lasso es como decirle a Moreno o al prófugo , cero Polito cero , la barredora solo fue para la campaña",0
4028,1.48E+18,"@gusecuador @EmirMontoya7 @MAURICI88065055 @nelsonesteban76 @LassoGuillermo A ver no se quiera bajar de la camioneta que todo el Ecuador entero sabe que Lasso gobernó los 4 años de Moreno,para muestra un boton lasso puso su ministro de finanzas Richard Martinez  es asi o lo niega.",0
4029,1.48E+18,@sebastcevallos @WRadioec @QuejasCuenca @rosanaencalada @Rodrigoperiodis @NuevoTiempoCue @tomebamba @leopenia72 @Captur_Azuay @capia_azuay @brunosegovia Porque en época del ladrocinio más grande del Ecuador no protestaron? 10 años y en su continuación 4 años con Moreno?? pasaron 15 años cogiendo dinero para Uds y olvidándose de su provincia. Llega @LassoGuillermo y como no puede hacer sus chanchuyos ahora si gritan x Azuay?,0
4030,1.48E+18,"@LassoGuillermo @BanEcuadorBP No es por quejarme pero en verdad es una burla a la dignidad humana, y sus palabras de la charolita es una burla a la inteligencia, incluso Lenin Moreno no fue tan del todo!",-1
4031,1.48E+18,@carlosrojasecu @LassoGuillermo Hasta donde se sabe hay un ministerio encargado de controlar este tipo de problemas y le compete al gobierno solo que tenemos a Lenin Moreno 2 de presidente q solo sabe deslindar sus responsabilidades,0
4032,1.48E+18,@AngelTipantuna @LassoGuillermo Hay que sacar de las orejas al cínico corrupto de Lasso y a todo su cómplices que son parte del crimen organizado creado desde Moreno. Dales duro.,-1
4033,1.48E+18,"@LassoGuillermo Será que se contagió del “arduo trabajo” de su VP, o se contagió de el con alguna otra cosa? Usted sorprende más que Moreno, y eso ya es deprimentemente grave.",0
4034,1.48E+18,"@verozumarraga @odebrechtmoment @lahistoriaec @LassoGuillermo Vero pero esos vagos son los que puso Lasso y Nebot , todas las dependencias al menos de la costa es llena de Social Cristianos , Creo y los RC que dejó Moreno .",0
4035,1.48E+18,@AlmaMiaEcu Sin duda alguna Este sonso de @LassoGuillermo  es un Moreno recargado  reacciona Ecuador #FueraLassoFuera #NuncaMasUnIdiotaEnCarondelet #YaLargateLasso,0
4036,1.48E+18,@radio_pichincha @LassoGuillermo Será que se pierde Como Moreno en la cuarentena,0
4037,1.48E+18,"Pstt...@LassoGuillermo esta es la información q nos proporciona 1 canal q Moreno nos quito, y usted lo mantiene igual,sobre 1 Gobierno Progresista q hace todo muy bien. No le da envidia o no le importa? Me inclino x  lo ultimo. El 19 ya tiene el primer paro del año. Tic, toc.. https://t.co/C268Faqbvb",0
4038,1.48E+18,"@ecuainm_oficial @LassoGuillermo Guillermo, ya deja de hacer el ridículo y pinte a trabajar!!! Solo culpando a otros , eres tan vago y mediocre como Moreno, no en vano eres su versión 2.0 #LassoEsUnFracasso",0
4039,1.48E+18,@Primicias Y eso que falta lo del evasor @LassoGuillermo y las cosas que se llevo Lenin Moreno y aun no son juzgados,-1
4040,1.48E+18,"@LassoGuillermo @InclusionEc ¡ 252 dólares!
Que humillación la de este evasor para con #Zaruma
Pero ni dos veces pensó cuando le transfirió $350.000 a Lenín Moreno en 2015.",-1
4041,1.48E+18,@LassoGuillermo Quien te cree Moreno 2?,-1
4042,1.48E+18,@LassoGuillermo es un mentiroso crónico.  Lasso- Moreno. https://t.co/TTMrxEe3CM,-1
4043,1.48E+18,"@joseantoniokast @Patthy1477 Iza debió ser tomado preso de inmediato por delitos flagrantes públicos en Oct Negro,es inaudito q ni Moreno ni la justicia @FiscaliaEcuador hayan procedido como correspondía,si éste terrorista vuelve a repetir sus actos violentos no tendrán perdón @LassoGuillermo @MinGobiernoEc",0
4044,1.48E+18,"@nosfaltan3 @FaustoJarrinT @LassoGuillermo Moreno el traidor también los traicionó, fueron engañados y burlados, el hno de uno de los fallecidos se regaló, fue notorio su flaqueza y un blandengue que no supo luchar, que le ofrecieron para que calle??",0
4045,1.48E+18,"@carlosrojasecu @LassoGuillermo Y que hizo Moreno  ?…
Ahora si buscan deslindarse de toda responsabilidad, típico de un mediocre",-1
4046,1.48E+18,"@DonosoEcuador @ABorreroVega @LassoGuillermo @XimenaGarzon11 Donde se contagio ? Si el vic. Es  bago, me recuerda al ineñto de moreno.",0
4047,1.48E+18,@connection53 @LassoGuillermo = Moreno = pura   https://t.co/C4BMjgI0Ai,0
4048,1.48E+18,"Diego Oquendo @LassoGuillermo debe estar agradecido por haber sido finalmente tomado en cuenta después de tanto llorar.El esbirrismo desmesurado a Moreno y a Lasso,por fin rinde frutos  par de sinvergüenzas cómplices de @LeninMoreno  https://t.co/Oih520b93T https://t.co/90E4OgcHWb",0
4049,1.48E+18,"@augustotandazo @LassoGuillermo haga algo, levante ese proyecto de la Refinería del Pacífico, y borrará toda lo malo de su gobierno, que en 6 meses es peor que el de Moreno",0
4050,1.48E+18,"@prom3te0 @RAYOyTRUENO1 @GaloLaraY @LassoGuillermo Y de que te quejas lacra? Tu amo le hizo un favor a Galo. Por que no hablas mejor de los mensajes de solidaridad de tu amo con los Bucaram, ahora son ñañitos. Ya le pediste permiso a tu amo para hablar mal de sus panas? Se hacen los cojudos, lo mismo con Moreno. https://t.co/NAuxJGZbgO",0
4051,1.48E+18,"c.c.
Hey ¡¡¡... 
Mitomanos @LassoGuillermo @Lenin Moreno   https://t.co/hWasgMtVcB",0
4052,1.48E+18,"@GaloLaraYepez @LassoGuillermo 
También liberó peligrosos asesinos, la delincuencia de horror seguirá en alza y las violaciones de niños también.
El emprendimiento será ser sicario.. ¡BIEN Moreno 2.0!",0
4053,1.48E+18,"¿Duro del correismo?..
#JoséSerrano no es más q otro traidor como @lenin #Moreno, y otros tantos infiltrados q resultaron grandes corruptos, y todos ellos trabajaron en el gobierno de #Moreno, con el beneplácito y apoyo de @LassoGuillermo . ¿Ya lo olvidaron?
#PrensaCorrupta  https://t.co/lzvjPeHsT1",-1
4054,1.48E+18,@MarceloHCabrera @ObrasPublicasEc @LassoGuillermo @elcomerciocom @eluniversocom @teleramaec @tctelevision @radialvision @elmercurioec @RadioHuancavilk @Gamavisionecu @ecuavisa En el Desgobierno Genocida de Lenin Boltaire Moreno Garcés mandaron a fundir los vagones .,0
4055,1.48E+18,"@pattypisco @MoniPalaciosZ @juancaholguin @LassoGuillermo Esperamos que tenga razón jajaja
El accionista de la empresa se llama  Juan Carlos De La Cruz Holguín Moreno y el nuevo canciller se llama Juan Carlos Holguin Maldonado. https://t.co/QMvVltiWug",0
4056,1.48E+18,@Micc_Ec Una más de las payasadas del Lasso @LassoGuillermo ...!!! Y yo que pensaba que era imposible igualarlo y peor superarlo al tarado del Moreno @Lenin....!!! Qué inocente e ingenuo que a veces es uno...!!!! @radio_pichincha @ecuainm_oficial @radiolacalle,-1
4057,1.48E+18,"@amasalex78 @LassoGuillermo @MarceloHCabrera @ObrasPublicasEc PENSAR QUE ESTA LINDA VIA SE ENCOTRABA OPERATIVA EN LA EPOCA DEL ""DICTADOR""...LLEGO MORENO-LASSO DESTRUYERON TODO..LO PEOR NO INAUGURARAN UNA SOLA CALLE..QUEDAN 3 AÑOS MAS DE N A D A",0
4058,1.48E+18,"@LassoGuillermo no ha cambiado en absoluto el discurso de Moreno, sigue romantizando la miseria. 
En lugar del monito emprendedor q compraba cola para vender en vasos, habla del emprendedor q vende en la caramelos o galletas en charol
Priorice la educación y deje de ser miserable https://t.co/7YwLSp8D0t",0
4059,1.48E+18,"@VillaFernando_ @LassoGuillermo @ContraloriaECU @CNEL_EP @GoberManabi Juan Zapata la herencia de Lenin Moreno hacia el gobierno de Lasso,  el señor Guilli Guilli sabe de todo según el y no sabe nada.",0
4060,1.48E+18,"@lahoraecuador @ABorreroVega @LassoGuillermo @CapiZapataEC Juan Zapata la herencia de Lenin Moreno hacia el gobierno de Lasso,  el señor Guilli Guilli sabe de todo según el y no sabe nada.",0
4061,1.48E+18,"@joencavi @SantiagoBasabeS @alexismoncayo @LassoGuillermo La herencia de Lenin Moreno hacia el gobierno de Lasso,  el señor Guilli Guilli sabe de todo según el y no sabe nada.",0
4062,1.48E+18,"@lahoraecuador @ABorreroVega @LassoGuillermo @CapiZapataEC La herencia de Lenin Moreno hacia el gobierno de Lasso,  el señor Guilli Guilli sabe de todo según el y no sabe nada.",0
4063,1.48E+18,"@3monosapios @teleamazonasec @ecuavisa @CanalRTU @TVCElComercioTv @oromartv @LassoGuillermo La herencia de Lenin Moreno hacia el gobierno de Lasso,  el señor Guilli Guilli sabe de todo según el y no sabe nada.",0
4064,1.48E+18,"@tecnofusion3 @lahoraecuador @ABorreroVega @LassoGuillermo @CapiZapataEC La herencia de Lenin Moreno hacia el gobierno de Lasso,  el señor Guilli Guilli sabe de todo según el y no sabe nada.",0
4065,1.48E+18,"@ToroBolito1971 @ABorreroVega @LassoGuillermo @mariabrownp Ya cumplen un año de haber sido elegidos ya se terminó la vacancia deben salir a trabajar y empezar obras el tiempo vuela y no van alcanzar hacer nada,ya terminen pronto ese rollo de las fotografías,no se contagien  de Dn Moreno",0
4066,1.48E+18,@ramiroaguilart @LassoGuillermo @BancadaUNESec Lasso es Moreno recargado,0
4067,1.48E+18,"Att @ecuavisa @teleamazonasec @eluniversocom 

@LassoGuillermo continúa con las mismas tácticas de Moreno para tapar sus barbaridades https://t.co/IKrkqvCoCi",-1
4068,1.48E+18,"@wilfridolaz @LassoGuillermo Cabe preguntarse ¿como es posible que más del 50% de la población electoral haya votado por un gobierno que dice una cosa y hace otra, no hay duda que son tal para cual entre Moreno y Lasso.",0
4069,1.48E+18,@nosfaltan3 @pabelml @LassoGuillermo Reclamen a Moreno... O no se acuerdan de sus declaraciones... No le importaba negociar con los captores y así decidió la muerte de los periodistas... Hablen claro,0
4070,1.48E+18,"@LassoGuillermo CUANDO VA A LLAMAR A CONSULTA POPULAR?
EL PRESIDENTE  LENIN MORENO PARA FEBRERO DE 2018 YA LO HABIA EJECUTADO, SE ME ESTA QUEDANDO. RECUERDE QUE DIJO QUE LA CONSULTA VA PORQUE VA, PILAS. SALUDOS BENDICIONES.",0
4071,1.48E+18,@lahistoriaec @LassoGuillermo Moreno II ...,0
4072,1.48E+18,"@LassoGuillermo @BanEcuadorBP #DemocraciaFederal#DF
NO?robo socialista cristiano de correa y nebot Nonarco politiqueros.Todo el #Ecuador sabe del tongo #correa-#nebot-#moreno-#lasso NO#Fraude @cnegobec #FueraTODOS #NuevasELECCIONES FUERA TODOS los del #encuentro narco politiquero corrupto asesino https://t.co/eZ7nV5CRPL",-1
4073,1.48E+18,"@LassoGuillermo @ABorreroVega #DemocraciaFederal#DF
NO?robo socialista cristiano de correa y nebot Nonarco politiqueros.Todo el #Ecuador sabe del tongo #correa-#nebot-#moreno-#lasso NO#Fraude @cnegobec #FueraTODOS #NuevasELECCIONES FUERA TODOS los del #encuentro narco politiquero corrupto asesino https://t.co/Zpwtm6LkYT",-1
4074,1.48E+18,"El mismo libreto de Moreno, asociar en todo al correismo.
@LassoGuillermo miente para confundir y pretender ocultar la mediocridad de su gobierno.
#LassoMentiroso https://t.co/VmFY6pisLi",-1
4075,1.48E+18,"@18homero1 @LassoGuillermo Bro. Patri.
Diste en el clavo. Son tan corruptos como Lasso.
Seguro, compra a los dirigentes y resto se quedan quietos.
Acuérdate con el ladrón Moreno, anunciaban huelga. Les daba un billete y adiós huelga.",-1
4076,1.48E+18,"@MoniPalaciosZ @juancaholguin @LassoGuillermo Leer el del papel es Juan Carlos Holguin Moreno.

El ministro es Juan Carlos Holguin Maldonado 

Cuando hagan sus Investigaciones, por favor leer bien.",0
4077,1.48E+18,@bjalond @radiocentroec @CarlosVerareal @LassoGuillermo Le dio paso a Moreno. La verdad tuvimos 2 incompetentes en el poder x 14 años xq los 2 nunca supieron manejar ni una carretilla de hot dog y sin la experiencia no se puede manejar un país tan complejo y tóxico como el nuestro,0
4078,1.48E+18,".@ALBERTOACOSTAB, sobre aplicación de Reforma Tributaria: preocupa la elevación de recaudación en economía que sigue convaleciente. Se disminuye la posibilidad de crear y conseguir empleo.
@LassoGuillermo @simoncueva @MarisolAndradeH @SRIoficialEc @ECNoticias2 @e6vasquez",0
4079,1.48E+18,".@ALBERTOACOSTAB: se debe trabajar en la producción, que generará en empleo y atraerá inversión. Se atraerá con leyes y con la mejora de las condiciones para la producción y la competitividad.
@LassoGuillermo @simoncueva @DonosoEcuador @pradojj @e6vasquez @ECNoticias2",0
4080,1.48E+18,".@ALBERTOACOSTAB: 3 de cada 10 tienen empleo adecuado y 2 de cada 3 perdieron el empleo que tenían hasta el 2020, por lo que el trabajo para la recuperación del empleo debe ser grande. 
@LassoGuillermo @simoncueva @DonosoEcuador @MinTrabajoEc @e6vasquez @ECNoticias2",0
4081,1.48E+18,".@ALBERTOACOSTAB, analista económico: a penas en 2023 regresaremos a los niveles económicos del 2019. Un crecimiento del 4% es insuficiente en el momento, cuando deberíamos llegar al 7% como mínimo, y el empleo es preocupante.
@LassoGuillermo @simoncueva @e6vasquez @ECNoticias2 https://t.co/YrFOE51DE8",0
4082,1.48E+18,"@cris_mendoza03 @CeseTineo @ing_carlos87 @LassoGuillermo Disculpa donde reciben las carpetas para tu troll center?, porque son los únicos que ven oportunidades y empleo ",0
4083,1.48E+18,"@ALBERTOACOSTAB @analisissemanal En la Isla Puná debe funcionar la Zona Franca de Guayaquil para dar empleo a miles de guayaquileños. Nuevos hoteles, industrias pueden asentarse para desarollar esa isla olvidada puede ser un nuevo Taiwan Honkong de Guayaquil. @LassoGuillermo @ottosonnenh @CynthiaViteri6 https://t.co/AayOJ4Ju7W",0
4084,1.48E+18,@LassoGuillermo @InclusionEc Bono tras bono!! Mantén a un pueblo vago y tendrás borregos crea empleo para que todos trabajen y no necesitarán bonos,0
4085,1.48E+18,@LassoGuillermo Buenos días soy Alvaro tengo 30 años busco empleo de lo que sea en la ciudad de Quitó si sabes de algo por favor ayúdame en verdad   necesito ayuda ya no se que más hacer te pido en nombre de Cristo  Jesús una oración y cualquier recomendación Dios te bendiga bello día,0
4086,1.48E+18,@VillaFernando_ @LassoGuillermo @ContraloriaECU @CNEL_EP @GoberManabi Buenos días soy Alvaro tengo 30 años busco empleo de lo que sea en la ciudad de Quitó si sabes de algo por favor ayúdame en verdad   necesito ayuda ya no se que más hacer te pido en nombre de Cristo  Jesús una oración y cualquier recomendación Dios te bendiga bello día,0
4087,1.48E+18,"Esta semana #Quito se ve y se siente desolado, muy difícil hablar de reactivación o de oportunidades empleo con condiciones tan adversas para los sectores productivos y turismo con el poco o nulo apoyo de las las autoridades @LassoGuillermo @nielsolsenp @pradojj @DonosoEcuador",0
4088,1.48E+18,"@monimaricg @carlosjijon @LassoGuillermo Pero qué tipo para imbécil este Jijón!!! Explicando la estupidez de este tarado, un ladrón me roba en mi almacén y a los tres días le doy empleo porque el día anterior no me robó nada. Qué tal! Hasta el momento va ganando el premio al pendejo de la semana este burócrata inepto!",0
4089,1.48E+18,@mildcau @LassoGuillermo Con el gobierno del reencuentro donde el empleo adecuado es cada vez más escaso los ecuatorianos están trabajando en la informalidad hay más vendedores ambulantes y más niños limpiando parabrisas en el semáforo en vez de estar estudiando en una escuela pública.,-1
4090,1.48E+18,"@Arcsa_Ec @Ana_KRamirez @Salud_Ec @LassoGuillermo @LaPosta_Ecu SIN SU AYUDA VAMOS A DEJAR A MÁS DE 100 FAMILIAS SIN EMPLEO, tenemos BPM 0056-BPM-AN-1221, desde el 20-12-21 solicitamos por VUE NSO  pero se genera un error de pago ya que tenemos BPM . Hemos enviado Quipux y 0 ayuda",-1
4091,1.45E+18,@LassoGuillermo Ojalà el radar calme el hambre del pueblo. Ojalá el radar detecte a los evasores y testaferros. Ojalá el radar dé empleo a este pueblo desesperado. Ojalá el radar evite las matanzas en las cárceles.,-1
4092,1.48E+18,"Que raro, según @LassoGuillermo  se habían creado 275 mil plazas @DonosoEcuador  que raro no? 
Mejor renuncie, sino sabe cómo generar empleo https://t.co/zmcB6VuOYZ",0
4093,1.48E+18,"@DonosoEcuador Mire si no le da tajada al empresario ellos no van a contratar a todos los mayores de 40 despedidos en la pandemia y no podrá recupera empleo.
Tajada ministro, tajada para los empresarios.
CC @LassoGuillermo @AnderssonBoscan @carlosrojasecu @miltonperezsh",0
4094,1.48E+18,@larryyumibandam @LassoGuillermo Se creó empleo por sus políticas de inversión.,0
4095,1.48E+18,@larryyumibandam @LassoGuillermo Posiblemente usted no esté en este grupo de desempleo y ni sabe lo que pasan los que no cuentan con un empleo de horas medio tiempo peor un empleo público y por eso personas como usted solo hablan desde su perspectiva y comodidad sin pensar en lo mal de estas personas,0
4096,1.48E+18,"¡El Gobierno del Encuentro cumple su palabra! 
Con los créditos al 1% de interés y hasta 30 años plazo, la economía de los hogares ecuatorianos se reactiva. Este es el crédito de las oportunidades para emprender, invertir y crear empleo. 
#JuntosCumplimos 
@LassoGuillermo https://t.co/mKyggJs0hk",1
4097,1.48E+18,@wilfridolaz @LassoGuillermo Buenos días soy Alvaro tengo 30 años busco empleo de lo que sea en la ciudad de Quitó si sabes de algo por favor ayúdame en verdad   necesito ayuda ya no se que más hacer te pido en nombre de Cristo  Jesús una oración y cualquier recomendación Dios te bendiga bello día,0
4098,1.48E+18,@MariFer45614811 @LassoGuillermo @ABorreroVega Buenos días soy Alvaro tengo 30 años busco empleo de lo que sea en la ciudad de Quitó si sabes de algo por favor ayúdame en verdad   necesito ayuda ya no se que más hacer te pido en nombre de Cristo  Jesús una oración y cualquier recomendación Dios te bendiga bello día,0
4099,1.48E+18,@bjalond @radiocentroec @CarlosVerareal @LassoGuillermo Correa nunca tuvo una empresa o emprendimiento propio siempre fue asalariado. Quienes dan y generan empleo son quienes saben cómo sembrar para luego cosechar cuando la tierra está yerta como Lasso encontró este país luego d 14 años de correato,0
4100,1.48E+18,"@LassoGuillermo @BanEcuadorBP Señor,, DEJE DE MENTIR.. Nadie quiere dar créditos pprque estamos en central de riesgos, y no tenemos empleo para pagar las deudas a los bancos, que poquito más y dicen que se estan muriendo de hambre.. USTED ES UN INDOLENTE..",-1
4101,1.48E+18,"@BenjaminChavezR @LassoGuillermo Señor Presidente el crédito debe ser de $10.000, para impulsar los emprendimientos sostenibles y crear empleo",0
4102,1.48E+18," ¡#TrabajamosPorElCampo! 

Estoy llegando a #Latacunga, hoy con mucha alegría y esperanza junto al Pdte. @LassoGuillermo entregaremos los primeros créditos a 30 años plazo con 1% de interés a productores de mi país. La meta es reactivar el empleo y el emprendimiento rural. https://t.co/nIGPxcb347",1
4103,1.48E+18,"@BenjaminChavezR @LassoGuillermo Yo lo apoyé pero aquí si se jalo, 5mil no alcanza ni para las semillas, no da trabajo ni a una familia… los créditos deberían ser hasta 100mil o más para q generen empleo y productividad. Con5mil a 30 años mejor me compro una bicicleta… una cagada de promesa cumplida",0
4104,1.48E+18,"@oswaldocoronelp @LassoGuillermo @Gober_Cotopaxi @guido_chiriboga @CREOEcuador @VamosGuillermo @Presidencia_Ec @ComunicacionEc @BanEcuadorBP @jovenesCREO @CREOCotopaxi @AlexandraVelaP Más empleos habrá con los créditos al 1%, porque por cada crédito otorgado será almenos un empleo creado. #CréditoDeLasOportunidades #JuntosCumplimos @_SuExcelencia https://t.co/w1HAz03j2E",0
4105,1.48E+18,"@juanfranciscoNH @LassoGuillermo @GoberManabi Queremos que cumpla con su palabra de empleo no de desempleo como lo esta haciendo, Gerente eterna del Hospital Móvil N° 1 despidiendo sin medida,despidos sin justificación, mala administración, acoso laboral y llena de demandas, hasta cuando los mismos de siempre,Pilar Alvarez https://t.co/2dtgFr1XuB",-1
4106,1.48E+18,"@LassoGuillermo $5000 ni para una camioneta de segunda le sirve al Agricultor.  Pagará insumos para una cosecha, pero no es capital para crecer y generar valor agregado ni empleo. DEMAGOGO",-1
4107,1.48E+18,"@gobersantaelena Con @LassoGuillermo vamos avanzando, cada crédito otorgado es un empleo mas para el pueblo ecuatoriano #JuntosCumplimos. Créditos al 1% #CréditoDeLasOportunidades @_SuExcelencia https://t.co/T51YeDSvRu",1
4108,1.48E+18,@LassoGuillermo @BanEcuadorBP Se generarán más Empleo con los Crédito al 1% Gracias a la  grandiosa labor que ha venido ejerciendo @LassoGuillermo #JuntosCumplimos #CréditoDeLasOportunidades @diegoordonezg https://t.co/AXAqFyD4iy,0
4109,1.48E+18,"@jomarbg @eluniversocom @simoncueva @pradojj @LassoGuillermo Si el recurso invertido por el estado es de 1,000 millones según el artículo a 30 años la generación de empleo resulta en un crecimiento incremental progresivo su análisis es de 25,000 el primero año 50,000 el 2do año y así hasta la media estándar (12 años) restar jubilaciones",0
4110,1.48E+18,"@LassoGuillermo Sr. Lasso, cuando  crea un proyecto de ley donde en este país existe tanta discriminación en contra de las personas mayores de 30, 40, 50, 60 y más, no tenemos empleo y nuestra experiencia debería ser aprovechado x el sector empresarial , pero al contrario no",0
4111,1.48E+18,"@ID12Ecuador @ecuavisa @xhervas Y no hablo nada de salud, empleo y seguridad,  imposible si es colaborador directo de @LassoGuillermo y de la banda de delincuentes que están destruyendo el país",0
4112,1.48E+18,"@socialholico Por ésto y mucho más ... @LassoGuillermo NO DEBE NI PUEDE SEGUIR en Carondelet. El Ecuador se merece PAZ, SEGURIDAD, EMPLEO, SALUD, SERVICIO EFICAZ. #LassoEvasor",-1
4113,1.48E+18,"@jlvalarezo @eluniversocom @simoncueva @pradojj @LassoGuillermo He buscado el costo de generar 1 empleo formal.
Las estimaciones más optimistas dan $25.000 de inversión el 1 año

¿% de éxito?
Yo supongo que un 80% en empresas consolidadas.
800 millones / 25.000 = 32.000 empleos.

Tal vez me equivoco.
¿Cuáles son sus estadísticas para 300 mil?",0
4114,1.48E+18,"@ajungbluth @LassoGuillermo la evasión fiscal, la falta de medicamentos básicos en HP, la falta de  seguridad, el nulo empleo, son los desestabilizadores más grandes de la democracia y definitivamente no son las vías para el desarrollo. Estos periodistas, solo esperan embajadas ..",0
